﻿Χρόνος Γένεσης (GMT),Γεωγρ.Πλάτος,Γεωγρ.Μήκος,Βάθος (χμ),Μέγεθος (ML),Επίκεντρο,Απόσταση (χμ) από το κέντρο (Γ.Πλ.:35.1571  Γ.Μήκ.:25.2483)
﻿2021/10/03 19:33:17,35.16,25.26,12,2.8,21.5 χμ ΝΝΑ του Ηρακλείου,1.1
﻿2021/10/03 18:10:58,35.14,25.22,13,1.9,22.0 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/03 18:03:17,35.22,25.31,9,2.7,20.3 χμ ΝΑ του Ηρακλείου,8.8
﻿2021/10/03 18:02:44,35.14,25.26,10,2.1,24.0 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/10/03 18:02:01,35.12,25.26,9,1.3,25.1 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/03 17:36:28,35.21,25.31,6,1.7,20.9 χμ ΝΑ του Ηρακλείου,7.6
﻿2021/10/03 17:33:54,35.14,25.27,7,2.3,24.3 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/03 17:22:02,35.21,25.30,4,1.9,20.5 χμ ΝΑ του Ηρακλείου,7.5
﻿2021/10/03 17:08:41,35.11,25.24,9,2.7,25.9 χμ ΝΝΑ του Ηρακλείου,5.2
﻿2021/10/03 16:09:56,35.13,25.24,8,2.3,23.7 χμ ΝΝΑ του Ηρακλείου,2.7
﻿2021/10/03 14:40:43,35.12,25.25,8,2.4,25.8 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/03 14:31:26,35.14,25.24,10,3.6,22.3 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/10/03 14:25:14,35.12,25.25,8,3.4,25.5 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/10/03 14:15:18,35.16,25.23,13,3.1,20.2 χμ ΝΝΑ του Ηρακλείου,1.9
﻿2021/10/03 13:13:15,35.18,25.30,6,1.7,22.1 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/10/03 12:35:28,35.17,25.36,8,1.9,27.0 χμ ΝΑ του Ηρακλείου,10.5
﻿2021/10/03 11:40:11,35.12,25.25,6,2.8,25.0 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/03 11:12:53,35.19,25.30,9,2.7,22.0 χμ ΝΑ του Ηρακλείου,5.8
﻿2021/10/03 10:27:54,35.21,25.31,7,2.3,20.5 χμ ΝΑ του Ηρακλείου,8.1
﻿2021/10/03 10:00:13,35.15,25.24,13,1.9,21.8 χμ ΝΝΑ του Ηρακλείου,0.7
﻿2021/10/03 09:24:05,35.14,25.28,7,2.1,24.8 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/03 09:23:16,35.15,25.24,7,2.1,22.0 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/10/03 08:15:53,35.19,25.31,6,1.6,22.4 χμ ΝΑ του Ηρακλείου,6.4
﻿2021/10/03 07:00:43,35.17,25.26,9,1.6,20.5 χμ ΝΑ του Ηρακλείου,2.1
﻿2021/10/03 05:33:07,35.15,25.23,9,2.4,21.1 χμ ΝΝΑ του Ηρακλείου,1.3
﻿2021/10/03 05:07:58,35.17,25.20,9,2.2,18.9 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/03 05:07:27,35.18,25.24,9,2.5,18.4 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/03 04:40:04,35.19,25.29,7,1.9,21.4 χμ ΝΑ του Ηρακλείου,5.4
﻿2021/10/03 04:38:53,35.18,25.30,7,2.0,21.7 χμ ΝΑ του Ηρακλείου,5.3
﻿2021/10/03 04:11:55,35.20,25.30,6,2.0,20.9 χμ ΝΑ του Ηρακλείου,7.1
﻿2021/10/03 03:46:46,35.17,25.23,10,2.7,19.8 χμ ΝΝΑ του Ηρακλείου,1.9
﻿2021/10/03 03:22:23,35.14,25.29,10,2.6,24.9 χμ ΝΑ του Ηρακλείου,4.3
﻿2021/10/03 03:20:38,35.13,25.26,7,2.1,24.4 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/03 03:18:52,35.13,25.21,11,1.2,22.4 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/03 03:06:33,35.15,25.26,9,1.5,22.6 χμ ΝΝΑ του Ηρακλείου,1.2
﻿2021/10/03 03:05:22,35.12,25.25,11,1.2,25.5 χμ ΝΝΑ του Ηρακλείου,4.4
﻿2021/10/03 02:39:47,35.15,25.19,14,1.5,20.5 χμ ΝΝΑ του Ηρακλείου,5.1
﻿2021/10/03 02:36:40,35.17,25.27,12,1.3,21.8 χμ ΝΑ του Ηρακλείου,2.2
﻿2021/10/03 02:33:07,35.17,25.23,12,1.4,19.3 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/10/03 02:17:39,35.13,25.21,12,1.3,23.0 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/10/03 02:17:25,35.14,25.18,11,1.1,21.5 χμ ΝΝΑ του Ηρακλείου,6.7
﻿2021/10/03 02:03:30,35.15,25.20,14,3.6,20.7 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/10/03 01:22:45,35.21,25.27,14,1.7,18.2 χμ ΝΑ του Ηρακλείου,6.0
﻿2021/10/03 01:04:37,35.11,25.24,9,2.6,25.6 χμ ΝΝΑ του Ηρακλείου,4.8
﻿2021/10/03 00:59:08,35.13,25.23,10,2.3,23.6 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/03 00:56:55,35.20,25.31,7,2.7,20.9 χμ ΝΑ του Ηρακλείου,7.4
﻿2021/10/03 00:09:17,35.19,25.30,7,1.4,21.8 χμ ΝΑ του Ηρακλείου,6.1
﻿2021/10/03 00:05:40,35.21,25.30,9,1.9,19.6 χμ ΝΑ του Ηρακλείου,7.5
﻿2021/10/02 23:46:20,35.22,25.28,8,2.4,17.7 χμ ΝΑ του Ηρακλείου,7.5
﻿2021/10/02 23:27:51,35.19,25.30,8,3.1,21.9 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/10/02 22:57:46,35.19,25.30,13,3.4,21.5 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/10/02 22:35:29,35.12,25.24,12,1.7,24.3 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/02 22:33:53,35.15,25.20,13,1.7,20.9 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/10/02 22:30:55,35.16,25.23,12,1.4,20.1 χμ ΝΝΑ του Ηρακλείου,2.1
﻿2021/10/02 22:09:47,35.16,25.24,13,3.1,20.6 χμ ΝΝΑ του Ηρακλείου,1.0
﻿2021/10/02 21:49:23,35.14,25.22,12,2.6,22.0 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/02 21:46:12,35.15,25.26,12,2.3,22.6 χμ ΝΝΑ του Ηρακλείου,1.2
﻿2021/10/02 21:09:03,35.19,25.34,8,1.2,24.3 χμ ΝΑ του Ηρακλείου,8.7
﻿2021/10/02 20:52:25,35.25,25.31,16,1.5,18.4 χμ ΑΝΑ του Ηρακλείου,12.3
﻿2021/10/02 20:39:27,35.15,25.24,12,1.4,21.3 χμ ΝΝΑ του Ηρακλείου,1.2
﻿2021/10/02 20:38:05,35.12,25.21,10,1.2,24.2 χμ ΝΝΑ του Ηρακλείου,5.8
﻿2021/10/02 20:28:24,35.15,25.21,14,2.0,20.9 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/02 20:22:50,35.15,25.21,9,2.3,20.5 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/02 20:02:40,35.16,25.22,13,1.2,20.4 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/10/02 19:26:00,35.13,25.25,10,2.2,23.7 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/10/02 19:23:43,35.20,25.32,7,1.5,21.6 χμ ΝΑ του Ηρακλείου,8.1
﻿2021/10/02 19:23:26,35.13,25.21,8,1.3,22.7 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/10/02 18:36:27,35.20,25.29,5,3.0,19.7 χμ ΝΑ του Ηρακλείου,6.0
﻿2021/10/02 18:31:08,35.14,25.22,11,3.8,22.6 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/02 18:30:14,35.15,25.23,5,2.6,21.5 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/10/02 18:20:17,35.14,25.22,9,2.1,22.5 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/02 17:42:20,35.21,25.32,8,1.9,21.3 χμ ΝΑ του Ηρακλείου,8.7
﻿2021/10/02 17:22:21,35.21,25.30,7,2.7,20.4 χμ ΝΑ του Ηρακλείου,7.2
﻿2021/10/02 16:24:27,35.14,25.22,10,2.6,22.4 χμ ΝΝΑ του Ηρακλείου,3.1
﻿2021/10/02 15:40:13,35.19,25.30,8,1.4,21.6 χμ ΝΑ του Ηρακλείου,6.2
﻿2021/10/02 15:18:49,35.12,25.23,8,2.1,24.8 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/10/02 15:07:10,35.18,25.29,13,2.3,21.3 χμ ΝΑ του Ηρακλείου,4.7
﻿2021/10/02 14:46:09,35.20,25.32,9,3.0,21.8 χμ ΝΑ του Ηρακλείου,7.9
﻿2021/10/02 14:42:07,35.23,25.33,7,2.7,20.8 χμ ΑΝΑ του Ηρακλείου,10.4
﻿2021/10/02 14:14:16,35.13,25.27,5,2.2,25.0 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/02 14:12:44,35.13,25.34,4,1.6,29.0 χμ ΝΑ του Ηρακλείου,8.9
﻿2021/10/02 13:24:12,35.12,25.25,6,3.0,24.9 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/02 12:33:16,35.12,25.24,7,3.1,25.0 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/10/02 12:14:01,35.11,25.26,7,1.5,26.8 χμ ΝΝΑ του Ηρακλείου,5.5
﻿2021/10/02 10:44:36,35.05,25.26,13,2.6,32.7 χμ ΝΝΑ του Ηρακλείου,11.9
﻿2021/10/02 10:31:35,35.11,25.26,8,2.5,26.3 χμ ΝΝΑ του Ηρακλείου,5.0
﻿2021/10/02 10:22:59,35.16,25.29,7,2.6,23.7 χμ ΝΑ του Ηρακλείου,4.0
﻿2021/10/02 09:43:51,35.14,25.26,8,2.2,23.9 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/10/02 08:52:30,35.12,25.24,11,2.1,24.6 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/02 08:38:58,35.17,25.30,7,3.6,22.9 χμ ΝΑ του Ηρακλείου,4.5
﻿2021/10/02 08:29:38,35.13,25.26,9,3.1,24.9 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/10/02 08:03:34,35.20,25.31,7,2.5,21.5 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/10/02 07:51:08,35.17,25.33,6,1.4,25.3 χμ ΝΑ του Ηρακλείου,7.8
﻿2021/10/02 07:38:03,35.18,25.32,7,1.7,23.6 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/10/02 06:22:47,35.16,25.30,8,2.2,24.1 χμ ΝΑ του Ηρακλείου,4.6
﻿2021/10/02 04:30:40,35.16,25.29,8,2.1,23.2 χμ ΝΑ του Ηρακλείου,4.1
﻿2021/10/02 03:40:15,35.12,25.25,8,1.7,25.7 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/10/02 03:39:28,35.13,25.28,6,2.0,26.0 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/02 03:07:23,35.12,25.26,7,1.5,25.7 χμ ΝΝΑ του Ηρακλείου,4.4
﻿2021/10/02 03:05:52,35.14,25.22,7,1.5,21.7 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/02 03:01:35,35.19,25.30,11,2.6,22.0 χμ ΝΑ του Ηρακλείου,6.2
﻿2021/10/02 02:34:49,35.18,25.29,12,1.9,21.2 χμ ΝΑ του Ηρακλείου,4.4
﻿2021/10/02 01:53:50,35.12,25.27,8,1.7,26.4 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/10/02 01:52:48,35.13,25.27,11,2.4,25.1 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/02 01:45:22,35.14,25.27,9,2.5,24.4 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/02 01:14:09,35.19,25.29,8,2.1,20.7 χμ ΝΑ του Ηρακλείου,5.1
﻿2021/10/02 01:08:39,35.18,25.30,8,2.3,22.1 χμ ΝΑ του Ηρακλείου,5.5
﻿2021/10/02 00:37:34,35.18,25.30,7,1.8,21.7 χμ ΝΑ του Ηρακλείου,5.3
﻿2021/10/02 00:14:45,35.15,25.23,10,2.6,21.9 χμ ΝΝΑ του Ηρακλείου,2.0
﻿2021/10/02 00:01:02,35.20,25.31,8,1.3,21.2 χμ ΝΑ του Ηρακλείου,7.6
﻿2021/10/02 00:00:09,35.17,25.24,9,1.6,19.8 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/10/01 23:53:25,35.19,25.31,6,2.1,22.5 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/10/01 23:39:19,35.19,25.31,5,1.7,22.4 χμ ΝΑ του Ηρακλείου,6.3
﻿2021/10/01 23:22:23,35.12,25.25,11,2.9,25.6 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/10/01 23:20:56,35.19,25.31,6,2.7,22.0 χμ ΝΑ του Ηρακλείου,6.3
﻿2021/10/01 22:41:28,35.11,25.26,6,1.9,26.6 χμ ΝΝΑ του Ηρακλείου,5.2
﻿2021/10/01 22:29:01,35.15,25.22,14,2.2,20.9 χμ ΝΝΑ του Ηρακλείου,2.7
﻿2021/10/01 22:23:02,35.13,25.23,8,2.8,23.7 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/01 22:14:18,35.21,25.30,6,1.4,20.0 χμ ΝΑ του Ηρακλείου,7.7
﻿2021/10/01 22:12:08,35.12,25.25,6,1.3,24.9 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/01 22:11:48,35.20,25.31,6,1.6,21.3 χμ ΝΑ του Ηρακλείου,7.2
﻿2021/10/01 20:29:38,35.13,25.20,17,1.9,22.1 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/10/01 20:27:44,35.12,25.26,6,2.2,26.3 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/10/01 18:51:41,35.16,25.29,7,2.4,23.7 χμ ΝΑ του Ηρακλείου,3.8
﻿2021/10/01 18:13:17,35.14,25.21,13,1.7,21.9 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/10/01 18:12:54,35.14,25.22,15,1.8,22.5 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/01 17:44:40,35.15,25.23,8,2.2,21.9 χμ ΝΝΑ του Ηρακλείου,2.0
﻿2021/10/01 17:08:00,35.12,25.28,5,2.5,26.4 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/10/01 16:54:25,35.13,25.28,8,2.9,25.3 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/01 16:43:44,35.13,25.22,11,2.8,23.1 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/01 16:31:27,35.15,25.24,7,2.3,21.7 χμ ΝΝΑ του Ηρακλείου,1.2
﻿2021/10/01 15:40:39,35.13,25.27,8,2.8,25.0 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/01 15:34:47,35.13,25.26,9,3.9,24.6 χμ ΝΝΑ του Ηρακλείου,3.1
﻿2021/10/01 15:27:16,35.14,25.22,9,2.5,21.7 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/01 15:24:17,35.15,25.24,8,1.7,21.7 χμ ΝΝΑ του Ηρακλείου,0.7
﻿2021/10/01 15:10:04,35.19,25.31,7,1.9,22.1 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/01 14:46:26,35.14,25.23,12,2.9,22.6 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/10/01 14:11:13,35.12,25.25,8,2.7,25.7 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/01 13:12:15,35.19,25.30,6,2.4,21.5 χμ ΝΑ του Ηρακλείου,5.4
﻿2021/10/01 12:58:04,35.13,25.23,9,2.9,23.0 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/01 12:44:44,35.11,25.25,11,1.8,26.6 χμ ΝΝΑ του Ηρακλείου,5.5
﻿2021/10/01 12:03:26,35.18,25.30,6,2.8,22.3 χμ ΝΑ του Ηρακλείου,5.3
﻿2021/10/01 11:21:22,35.19,25.31,8,2.8,21.9 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/10/01 11:15:46,35.14,25.22,9,3.1,22.0 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/01 11:04:06,35.14,25.19,10,3.2,21.7 χμ ΝΝΑ του Ηρακλείου,5.4
﻿2021/10/01 10:25:32,35.14,25.23,11,2.7,22.2 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/10/01 10:23:39,35.19,25.29,11,2.9,21.0 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/10/01 09:23:02,35.13,25.25,7,2.8,24.4 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/01 08:19:02,35.15,25.23,11,2.5,21.9 χμ ΝΝΑ του Ηρακλείου,2.1
﻿2021/10/01 07:46:00,35.13,25.22,6,2.2,23.2 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/01 07:37:09,35.16,25.28,7,1.6,22.3 χμ ΝΑ του Ηρακλείου,2.6
﻿2021/10/01 07:36:39,35.11,25.26,8,1.6,26.5 χμ ΝΝΑ του Ηρακλείου,5.2
﻿2021/10/01 06:13:11,35.12,25.26,7,1.3,25.9 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/10/01 06:12:45,35.13,25.20,9,1.6,22.3 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/10/01 03:52:20,35.14,25.19,13,1.6,21.7 χμ ΝΝΑ του Ηρακλείου,5.3
﻿2021/10/01 03:43:21,35.12,25.27,7,1.9,26.2 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/10/01 03:38:44,35.11,25.27,8,2.8,27.0 χμ ΝΝΑ του Ηρακλείου,5.6
﻿2021/10/01 03:15:42,35.10,25.26,6,1.8,27.3 χμ ΝΝΑ του Ηρακλείου,6.2
﻿2021/10/01 03:15:15,35.13,25.25,8,2.1,24.5 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/01 03:13:43,35.13,25.23,11,2.3,23.7 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/01 02:16:52,35.12,25.20,14,3.0,23.0 χμ ΝΝΑ του Ηρακλείου,6.0
﻿2021/10/01 01:34:07,35.15,25.24,12,2.7,22.3 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/10/01 01:04:12,35.13,25.23,9,2.3,23.9 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/10/01 00:51:19,35.16,25.23,8,2.3,20.8 χμ ΝΝΑ του Ηρακλείου,1.3
﻿2021/10/01 00:32:05,35.13,25.23,10,2.2,23.6 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/01 00:16:09,35.16,25.26,8,2.0,21.5 χμ ΝΝΑ του Ηρακλείου,1.1
﻿2021/10/01 00:15:10,35.14,25.24,12,2.2,22.5 χμ ΝΝΑ του Ηρακλείου,1.9
﻿2021/10/01 00:14:33,35.13,25.20,13,1.6,22.4 χμ ΝΝΑ του Ηρακλείου,5.4
﻿2021/10/01 00:04:00,35.13,25.22,7,2.1,22.8 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/01 00:03:03,35.13,25.22,10,2.5,23.1 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/10/01 00:02:38,35.12,25.23,8,2.0,24.1 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/09/30 23:06:05,35.13,25.23,11,2.5,24.0 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/09/30 23:04:26,35.13,25.26,10,3.0,24.2 χμ ΝΝΑ του Ηρακλείου,2.7
﻿2021/09/30 22:56:42,35.16,25.30,6,1.3,23.9 χμ ΝΑ του Ηρακλείου,4.6
﻿2021/09/30 22:25:46,35.17,25.26,9,1.8,20.5 χμ ΝΑ του Ηρακλείου,2.1
﻿2021/09/30 22:21:59,35.16,25.26,10,2.1,21.9 χμ ΝΝΑ του Ηρακλείου,0.7
﻿2021/09/30 22:14:41,35.14,25.23,10,2.1,22.7 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/09/30 22:13:02,35.13,25.21,12,2.2,22.5 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/09/30 21:58:41,35.15,25.25,10,2.2,22.2 χμ ΝΝΑ του Ηρακλείου,0.7
﻿2021/09/30 21:20:23,35.17,25.29,6,2.6,22.3 χμ ΝΑ του Ηρακλείου,3.7
﻿2021/09/30 21:19:55,35.15,25.25,13,2.2,21.8 χμ ΝΝΑ του Ηρακλείου,0.5
﻿2021/09/30 21:15:02,35.14,25.19,13,1.4,21.2 χμ ΝΝΑ του Ηρακλείου,6.0
﻿2021/09/30 21:09:12,35.14,25.26,8,2.3,24.2 χμ ΝΝΑ του Ηρακλείου,2.7
﻿2021/09/30 21:07:35,35.18,25.26,6,1.8,20.6 χμ ΝΑ του Ηρακλείου,2.6
﻿2021/09/30 21:07:00,35.16,25.22,8,2.5,20.3 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/09/30 21:01:52,35.13,25.24,12,2.0,23.6 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/09/30 21:01:02,35.19,25.30,5,1.3,21.1 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/09/30 21:00:05,35.14,25.19,13,1.6,21.0 χμ ΝΝΑ του Ηρακλείου,5.3
﻿2021/09/30 20:25:06,35.13,25.23,12,2.4,23.1 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/09/30 20:14:13,35.12,25.27,10,2.7,25.7 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/09/30 19:53:01,35.12,25.27,8,2.6,25.9 χμ ΝΝΑ του Ηρακλείου,4.4
﻿2021/09/30 19:52:47,35.14,25.22,13,2.6,21.9 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/09/30 19:43:06,35.12,25.27,8,1.6,25.7 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/09/30 19:26:22,35.15,25.21,8,2.0,21.1 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/09/30 18:25:22,35.12,25.25,6,1.5,25.3 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/09/30 17:13:04,35.12,25.28,4,3.4,26.2 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/09/30 17:10:35,35.13,25.25,8,2.5,24.1 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/09/30 16:26:58,35.13,25.23,12,2.4,23.3 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/09/30 14:47:38,35.20,25.32,7,1.7,22.1 χμ ΝΑ του Ηρακλείου,7.6
﻿2021/09/30 14:40:14,35.12,25.26,8,3.6,25.3 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/09/30 14:31:32,35.14,25.21,8,2.5,22.0 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/09/30 14:26:42,35.13,25.27,9,2.8,25.4 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/09/30 14:09:31,35.11,25.26,9,1.7,26.2 χμ ΝΝΑ του Ηρακλείου,5.0
﻿2021/09/30 13:35:56,35.12,25.25,8,2.9,24.8 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/09/30 12:55:26,35.13,25.37,15,2.1,30.5 χμ ΝΑ του Ηρακλείου,11.3
﻿2021/09/30 12:43:29,35.11,25.22,10,3.6,24.9 χμ ΝΝΑ του Ηρακλείου,5.7
﻿2021/09/30 12:41:37,35.18,25.39,7,1.6,28.6 χμ ΑΝΑ του Ηρακλείου,13.6
﻿2021/09/30 12:20:47,35.14,25.23,10,2.1,22.9 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/09/30 10:54:23,35.12,25.26,6,2.3,25.8 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/09/30 10:24:38,35.16,25.28,9,2.4,22.9 χμ ΝΑ του Ηρακλείου,2.9
﻿2021/09/30 09:44:37,35.17,25.29,8,2.7,22.1 χμ ΝΑ του Ηρακλείου,4.3
﻿2021/09/30 09:21:42,35.18,25.30,9,1.8,22.2 χμ ΝΑ του Ηρακλείου,5.3
﻿2021/09/30 09:16:15,35.16,25.23,8,2.2,21.0 χμ ΝΝΑ του Ηρακλείου,1.3
﻿2021/09/30 09:12:26,35.20,25.29,6,2.1,20.5 χμ ΝΑ του Ηρακλείου,6.0
﻿2021/09/30 09:09:12,35.17,25.30,8,2.9,22.5 χμ ΝΑ του Ηρακλείου,4.7
﻿2021/09/30 08:28:19,35.14,25.23,9,3.0,22.7 χμ ΝΝΑ του Ηρακλείου,3.1
﻿2021/09/30 08:11:35,35.13,25.23,8,2.1,23.9 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/09/30 08:08:05,35.13,25.23,10,2.3,23.1 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/09/30 07:33:07,35.16,25.23,11,1.6,19.8 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/09/30 06:21:02,35.15,25.24,9,2.5,22.0 χμ ΝΝΑ του Ηρακλείου,1.2
﻿2021/09/30 05:42:51,35.12,25.20,11,3.6,24.1 χμ ΝΝΑ του Ηρακλείου,6.1
﻿2021/09/30 05:42:33,35.12,25.20,11,3.5,23.5 χμ ΝΝΑ του Ηρακλείου,6.0
﻿2021/09/30 05:36:48,35.14,25.20,14,2.6,22.0 χμ ΝΝΑ του Ηρακλείου,5.0
﻿2021/09/30 05:31:22,35.17,25.23,10,2.1,19.9 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/09/30 04:24:49,35.13,25.23,7,2.9,23.7 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/09/30 03:54:52,35.14,25.27,6,2.1,24.0 χμ ΝΝΑ του Ηρακλείου,2.5
﻿2021/09/30 03:54:08,35.17,25.23,7,2.3,19.6 χμ ΝΝΑ του Ηρακλείου,2.1
﻿2021/09/30 03:54:00,35.15,25.22,9,1.9,21.4 χμ ΝΝΑ του Ηρακλείου,2.7
﻿2021/09/30 03:37:49,35.17,25.29,8,2.5,22.6 χμ ΝΑ του Ηρακλείου,4.4
﻿2021/09/30 03:01:59,35.14,25.23,9,3.1,22.4 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/09/30 02:52:55,35.12,25.23,9,2.3,24.7 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/09/30 02:29:25,35.12,25.23,8,2.7,24.0 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/09/30 02:16:07,35.13,25.22,9,2.5,23.6 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/09/30 02:14:43,35.14,25.24,10,1.9,22.4 χμ ΝΝΑ του Ηρακλείου,1.9
﻿2021/09/30 02:03:14,35.13,25.28,8,2.1,25.3 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/09/30 01:56:40,35.13,25.20,16,1.4,22.1 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/09/30 01:38:49,35.16,25.25,13,2.6,21.4 χμ ΝΝΑ του Ηρακλείου,0.2
